symbol,date,cash_and_equivalents,cash_and_cash_equivalents,cash_growth,receivables,inventory,other_current_assets,total_current_assets,property_plant_and_equipment,goodwill_and_intangibles,other_long_term_assets,total_long_term_assets,total_assets,accounts_payable,deferred_revenue,other_current_liabilities,total_current_liabilities,other_long_term_liabilities,total_long_term_liabilities,total_liabilities,common_stock,retained_earnings,comprehensive_income,shareholders_equity,total_liabilities_and_equity,net_cash_or_debt,net_cash_or_debt_growth,net_cash_per_share,working_capital,book_value_per_share,long_term_investments,current_debt,total_debt,debt_growth,long_term_debt,short_term_investments,goodwill,intangible_assets
SCU,2019-01-01,245.44,245.44,24.22,230.75,,,,115.81,,,,1397.24,399.1,61.11,,,,,1031.78,118.44,343.76,0.0,225.32,806.46,266.84,,5.76,,10.85,,,512.28,45.21,,,,
SCU,2018-01-01,323.88,323.88,31.02,103.6,,,,0.0,,,,1447.39,386.86,61.4,,,,,879.19,3135.84,3564.73,0.0,428.89,450.3,28.9,,1.5,,22.26,,,352.79,38.04,,,,
SCU,2017-01-01,469.51,469.51,42.36,382.66,,,,0.0,,,,1639.43,490.19,0.0,,,,,1289.75,3102.07,3555.91,0.0,453.83,835.91,99.87,,5.34,,24.34,,,569.38,1.34,,,,
SCU,2016-01-01,329.81,329.81,29.81,197.13,,,,0.0,,,,1485.56,728.21,0.0,,,,,1495.53,3097.43,3563.45,0.0,466.02,1029.51,247.32,,5.15,,25.51,,,577.13,92.52,,,,
SCU,2015-01-01,254.07,254.07,1.38,101.94,,,,0.0,,,,10685.64,769.99,0.0,,,,,8612.79,3040.66,3456.49,0.0,415.83,8196.96,7457.43,,412.25,,23.37,,,7711.5,29.01,,,,
SCU,2014-01-01,250.6,250.6,31.91,445.29,,,,0.0,,,,9302.89,941.39,0.0,,,,,7065.04,3004.88,3295.64,0.0,290.76,6774.28,5726.96,,321.42,,16.82,,,5977.56,75.51,,,,
SCU,2013-01-01,189.97,189.97,16.92,947.9,,,,0.0,,,,6869.27,1090.16,0.0,,,,,4577.67,2958.32,3092.05,0.0,133.72,4443.95,3215.87,,68.65,,8.57,,,3405.85,103.56,,,,
PTMN,2022-01-01,33.13,33.13,51.52,2.33,,,,,,,,619.49,10.33,,,,,,387.36,736.88,504.76,0.0,232.12,619.49,340.18,,35.31,,24.09,,,373.31,7.52,,,,
PTMN,2021-01-01,68.34,68.34,17.57,20.7,,,,,,,,648.3,16.56,,,,,,368.18,733.19,453.07,0.0,280.12,648.3,278.85,,32.67,,32.82,,,347.19,7.0,,,,
PTMN,2020-01-01,82.9,82.9,1524.16,25.47,,,,,,,,600.18,8.41,,,,,,383.92,639.21,422.95,0.0,216.26,600.18,290.41,,58.1,,43.26,,,373.31,142.62,,,,
PTMN,2019-01-01,5.1,5.1,45.26,24.89,,,,,,,,310.41,4.18,,,,,,158.21,451.8,299.6,0.0,152.2,310.41,148.76,,39.52,,40.43,,,153.86,53.25,,,,
PTMN,2018-01-01,9.32,9.32,358.41,1.01,,,,,,,,285.46,26.91,,,,,,127.44,307.16,149.14,0.0,158.02,285.46,91.08,,24.38,,42.3,,,100.4,1.0,,,,
PTMN,2017-01-01,2.03,2.03,79.32,4.24,,,,,,,,319.81,36.59,,,,,,138.0,330.16,148.36,0.0,181.8,319.81,99.38,,26.69,,48.83,,,101.41,42.24,,,,
PTMN,2016-01-01,9.84,9.84,37.79,3.56,,,,,,,,381.37,9.93,,,,,,186.45,353.78,103.12,55.73,194.92,381.37,165.75,,44.62,,52.47,,,175.58,12.69,,,,
PTMN,2015-01-01,7.14,7.14,65.26,2.12,,,,,,,,421.2,2.77,,,,,,205.1,362.33,103.69,42.54,216.1,421.2,193.97,,52.47,,58.46,,,201.1,10.18,,,,
PTMN,2014-01-01,20.55,20.55,173.49,3.03,,,,,,,,510.45,20.6,,,,,,255.13,362.78,101.09,6.37,255.32,510.45,203.34,,59.35,,74.55,,,223.88,16.25,,,,
PTMN,2013-01-01,7.51,7.51,180.16,3.13,,,,,,,,459.17,6.25,,,,,,208.8,346.07,83.29,12.42,250.37,459.17,185.08,,57.31,,77.56,,,192.59,89.93,,,,
SAMG,2022-01-01,77.43,77.43,9.69,9.7,,,,29.02,85.02,,,212.68,1.7,,,,,,86.84,44.83,39.76,,84.59,171.44,41.2,6.57,4.19,,8.64,,,36.23,13.0,,,,
SAMG,2021-01-01,85.74,85.74,37.19,9.28,,,,31.63,87.6,,,229.32,19.82,,,,,,112.51,52.57,27.78,,80.35,192.86,44.1,226.34,4.55,,8.31,,,41.65,14.98,,,,
SAMG,2020-01-01,62.5,62.5,18.3,9.36,,,,35.85,90.23,,,213.8,18.04,,,,,,110.41,51.18,19.5,,70.68,181.08,13.51,,1.42,,7.44,,,48.99,12.9,,,,
SAMG,2019-01-01,52.83,52.83,23.74,10.66,,,,39.7,92.96,,,214.25,18.53,,,,,,116.44,49.39,15.65,,65.04,181.48,3.41,,0.39,,7.39,,,56.24,,,,,
SAMG,2018-01-01,69.28,69.28,28.73,9.26,,,,3.44,35.06,,,133.36,2.95,,,,,,50.96,43.72,12.33,,56.05,107.01,69.28,30.52,8.34,,6.75,,,0.0,,,,,
SAMG,2017-01-01,53.82,53.82,43.46,10.53,,,,2.45,36.75,,,117.36,3.51,,,,,,45.24,41.74,7.36,,49.1,94.34,53.08,51.53,6.54,,6.05,,,0.74,70.23,,,,
SAMG,2016-01-01,37.52,37.52,18.87,9.15,,,,2.41,38.57,,,112.28,4.49,,,,,,46.2,41.39,5.92,,47.31,93.5,35.03,29.51,4.36,,5.89,,,2.49,44.93,,,,
SAMG,2015-01-01,31.56,31.56,2.41,8.83,,,,2.43,40.01,,,108.21,4.03,,,,,,46.57,41.08,4.76,,45.84,92.41,27.05,1.41,3.44,,5.83,,,4.51,8.82,,,,
SAMG,2014-01-01,30.82,30.82,13.63,8.33,,,,2.35,31.18,,,99.7,3.29,,,,,,46.63,39.3,3.22,,42.52,89.15,26.67,68.61,3.51,,5.59,,,4.15,63.3,,,,
SAMG,2013-01-01,27.12,27.12,101.76,8.06,,,,1.91,32.62,,,100.73,6.59,,,,,,52.56,39.12,2.1,,41.22,93.78,15.82,56.19,1.89,,5.06,,,11.3,240.97,,,,
HYW,2022-01-01,660.38,660.38,6.37,630.48,,51.2,1342.06,325.11,108.74,6.5,441.35,1783.41,120.67,,657.14,779.81,4.69,4.69,784.5,611.35,348.5,8.46,968.31,1752.81,658.38,6.65,11.36,562.25,34.58,1.0,2.0,2.0,,,,,
HYW,2021-01-01,705.31,705.31,274.4,720.16,,51.54,1477.01,21.1,24.23,8.08,53.41,1530.42,162.07,,633.79,795.86,13.63,13.63,809.49,581.05,135.6,4.28,720.93,1530.42,705.31,274.4,13.17,681.15,27.95,0.0,0.0,0.0,,,,,
HYW,2020-01-01,188.39,188.39,73.24,725.47,,43.45,957.3,34.12,29.42,4.39,67.93,1025.23,162.43,,340.26,502.69,22.28,22.28,524.97,553.57,47.06,6.26,500.26,1025.23,188.39,73.24,3.77,454.61,20.01,0.0,0.0,0.0,,,,,
HYW,2019-01-01,108.74,108.74,97.41,597.34,,55.0,761.08,42.8,22.06,8.93,73.79,834.87,183.22,,204.31,387.53,56.15,56.15,443.68,531.45,137.65,2.62,391.19,834.87,108.74,97.41,2.17,373.56,15.65,0.0,0.0,0.0,,,,,
MRCC,2022-01-01,5.45,5.45,69.86,16.46,,,,,,,,565.0,6.82,,,,,,339.98,298.72,73.7,,225.02,565.0,324.66,,14.98,,10.39,,,330.11,0.61,,,,
MRCC,2021-01-01,18.08,18.08,44.24,0.0,,,,,,,,590.46,5.53,,,,,,340.99,298.71,49.24,,249.47,590.46,314.07,,14.64,,11.63,,,332.15,3.31,,,,
MRCC,2020-01-01,32.43,32.43,9.39,0.0,,,,,,,,585.12,4.31,,,,,,350.69,294.92,60.48,,234.43,585.12,311.08,,14.87,,11.2,,,343.51,13.31,,,,
MRCC,2019-01-01,29.64,29.64,67.23,0.0,,,,,,,,655.06,6.64,,,,,,405.7,288.87,39.51,,249.36,655.06,366.6,,17.93,,12.2,,,396.24,26.29,,,,
MRCC,2018-01-01,17.73,17.73,146.23,0.0,,,,,,,,579.83,4.75,,,,,,321.06,288.93,30.16,,258.77,579.83,296.04,,14.56,,12.72,,,313.76,41.37,,,,
MRCC,2017-01-01,7.2,7.2,13.59,0.0,,,,,,,,507.43,5.26,,,,,,228.73,286.16,7.46,,278.7,507.43,214.74,,11.53,,14.96,,,221.94,24.78,,,,
MRCC,2016-01-01,8.33,8.33,39.92,0.0,,,,,,,,424.55,5.09,,,,,,183.7,233.54,7.31,,240.85,424.55,169.54,,11.66,,16.56,,,177.87,9.39,,,,
MRCC,2015-01-01,13.87,13.87,141.69,0.0,,,,,,,,357.31,9.59,,,,,,172.78,184.43,0.1,,184.54,357.31,148.74,,12.73,,15.79,,,162.61,52.96,,,,
MRCC,2014-01-01,5.74,5.74,60.71,0.0,,,,,,,,243.59,3.3,,,,,,109.85,134.17,0.44,,133.74,243.59,100.57,,10.48,,13.94,,,106.31,26.64,,,,
MRCC,2013-01-01,14.6,14.6,259.68,0.0,,,,,,,,225.68,3.41,,,,,,87.59,140.05,1.96,,138.09,225.68,69.34,,9.09,,18.11,,,83.94,52.62,,,,
OXSQ,2022-01-01,9.02,9.02,0.04,3.49,,,,,,,,327.99,1.32,,,,,,189.32,435.24,296.56,0.0,138.67,327.99,177.31,,3.56,,2.79,,,186.32,0.51,,,,
OXSQ,2021-01-01,9.02,9.02,84.75,3.06,,,,,,,,433.51,1.69,,,,,,188.91,434.96,190.36,0.0,244.6,433.51,176.37,,3.55,,4.93,,,185.38,42.58,,,,
OXSQ,2020-01-01,59.14,59.14,259.26,2.3,,,,,,,,357.66,1.16,,,,,,132.23,453.15,227.72,0.0,225.43,357.66,70.88,,1.43,,4.56,,,130.02,3.25,,,,
OXSQ,2019-01-01,16.46,16.46,3.63,3.48,,,,,,,,385.27,1.48,,,,,,137.27,452.32,204.33,0.0,248.0,385.27,117.92,,2.47,,5.19,,,134.38,9.31,,,,
OXSQ,2018-01-01,17.08,17.08,43.09,4.68,,,,,,,,467.15,3.23,,,,,,152.42,457.45,142.72,0.0,314.72,467.15,131.11,,2.64,,6.34,,,148.19,137.71,,,,
OXSQ,2017-01-01,30.01,30.01,156.24,5.09,,,,,,,,454.12,2.71,,,,,,65.7,529.81,141.39,0.0,388.42,454.12,32.33,,0.55,,7.54,,,62.34,71.66,,,,
OXSQ,2016-01-01,11.71,11.71,71.53,9.68,,,,,,,,612.46,3.67,,,,,,226.46,562.57,43.62,132.95,385.99,612.46,208.26,,3.37,,7.44,,,219.97,36.74,,,,
OXSQ,2015-01-01,41.15,41.15,0.16,12.27,,,,,,,,718.3,4.2,,,,,,357.36,594.61,30.18,203.5,360.93,718.3,306.6,,4.39,,6.04,,,347.75,32.14,,,,
OXSQ,2014-01-01,41.08,41.08,13.26,11.44,,,,,,,,1042.64,6.18,,,,,,521.83,623.62,3.25,99.56,520.81,1042.64,471.34,,6.85,,8.85,,,512.42,11.96,,,,
OXSQ,2013-01-01,47.36,47.36,34.79,11.13,,,,,,,,998.17,7.14,,,,,,471.92,561.87,3.16,32.47,526.24,998.17,410.31,,6.71,,10.3,,,457.67,38.55,,,,
AAMC,2022-01-01,12.77,12.77,83.7,0.0,,,,0.0,,,,117.65,0.0,,,,,,63.33,131.43,41.52,0.02,89.89,26.57,40.2,,20.97,,46.88,,,52.98,6067.17,,,,
AAMC,2021-01-01,78.35,78.35,11.95,0.0,,1.84,80.19,0.0,,1.29,1.29,81.48,0.0,,4.45,4.59,2.7,3.42,8.0,134.03,57.45,0.05,76.53,68.52,77.49,12.25,35.84,75.6,38.22,,0.14,0.86,27.26,0.72,0.0,,
AAMC,2020-01-01,41.62,88.98,128.43,3.41,,4.22,96.61,0.66,,2.48,3.14,99.75,9.15,,3.88,13.1,2.63,3.23,16.33,229.94,63.43,0.07,166.58,150.25,88.3,131.12,54.13,83.51,102.11,,0.08,0.68,9.52,0.6,47.36,,
AAMC,2019-01-01,18.91,38.95,7.12,5.01,,3.19,47.15,0.73,,5.37,6.1,53.25,1.17,,5.76,7.0,3.54,4.22,11.22,231.56,23.66,0.03,207.93,196.71,38.21,8.9,24.03,40.15,130.78,,0.07,0.75,,0.68,20.05,,
AAMC,2018-01-01,27.17,41.94,21.23,3.97,,1.55,47.46,0.0,,1.91,1.91,49.37,1.19,,5.58,6.77,0.0,0.0,6.77,233.71,26.56,0.0,207.16,200.39,41.94,21.23,26.02,40.69,128.56,,0.0,0.0,,0.0,14.77,,
AAMC,2017-01-01,33.35,53.24,9.02,4.15,,1.02,58.41,0.0,,1.97,1.97,60.39,2.09,,5.65,7.74,0.0,0.0,7.74,234.54,38.97,1.33,196.9,189.16,53.24,9.02,33.9,50.68,125.38,,0.0,0.0,,0.0,19.89,,
AAMC,2016-01-01,40.58,58.52,71.47,5.27,,1.96,65.75,0.0,,0.0,0.0,65.75,4.59,,4.1,8.69,0.0,0.0,8.69,235.76,46.15,2.66,192.28,183.59,58.52,,33.39,57.06,109.73,,0.0,0.0,,0.0,17.93,,
AAMC,2015-01-01,205.11,205.11,57.7,46.03,,,,735.87,,,,2518.6,34.72,,,,,,1304.69,231.54,50.68,0.0,180.86,1123.83,1060.86,,481.59,,82.1,,,1265.97,5.46,,,,
AAMC,2014-01-01,130.06,130.06,10.84,28.56,,,,532.38,,,,2760.7,22.9,,,,,,1361.98,231.29,54.17,0.0,177.12,1184.86,1209.02,,426.88,,78.3,,,1339.08,122.3,,,,
OFS,2022-01-01,14.94,14.94,65.3,0.0,,,,,0.0,,,520.72,3.91,0.0,,,,,340.29,184.98,4.55,0.0,180.42,520.72,316.81,,23.61,,13.45,,,331.75,3.79,,,,
OFS,2021-01-01,43.05,43.05,14.16,14.89,,,,,0.0,,,569.05,15.01,0.0,,,,,365.3,185.25,18.5,0.0,203.74,569.05,301.76,,22.5,,15.19,,,344.81,11.52,,,,
OFS,2020-01-01,37.71,37.71,180.42,0.0,,,,,0.0,,,483.81,11.66,0.0,,,,,324.86,187.26,28.3,0.0,158.96,483.81,271.48,,20.27,,11.87,,,309.19,12.28,,,,
OFS,2019-01-01,13.45,13.45,64.77,0.0,,,,,0.0,,,538.19,14.37,0.0,,,,,371.56,187.44,20.81,0.0,166.63,538.19,339.03,,25.37,,12.47,,,352.48,38.32,,,,
OFS,2018-01-01,38.17,38.17,47.68,0.0,,,,,0.0,,,441.42,7.85,0.0,,,,,266.4,187.67,12.65,0.0,175.02,441.42,216.65,,16.23,,13.11,,,254.83,54.61,,,,
OFS,2017-01-01,72.95,72.95,313.12,0.0,,,,,0.0,,,357.78,2.46,0.0,,,,,169.44,187.53,0.81,0.0,188.34,357.78,91.87,,7.41,,15.18,,,164.82,5.42,,,,
OFS,2016-01-01,17.66,17.66,46.02,0.0,,,,,0.0,,,305.03,2.55,0.0,,,,,161.25,134.4,7.06,2.32,143.78,305.03,138.68,,14.31,,14.83,,,156.34,6.75,,,,
OFS,2015-01-01,32.71,32.71,162.83,0.0,,,,,0.0,,,294.68,2.73,0.0,,,,,151.66,134.54,3.43,5.04,143.01,294.68,113.75,,11.76,,14.79,,,146.46,26.74,,,,
OFS,2014-01-01,12.45,12.45,57.11,7.22,,,,,0.0,,,341.48,1.5,0.0,,,,,204.01,136.48,2.34,1.34,137.47,341.48,187.46,,19.46,,14.27,,,199.91,48.13,,,,
OFS,2013-01-01,29.02,29.02,226.31,4.71,,,,,3.58,,,279.09,1.71,0.39,,,,,138.71,143.22,1.36,1.48,140.38,279.09,105.94,,11.01,,14.59,,,134.96,36.01,,,,
BANX,2022-01-01,0.37,0.37,341.23,3.25,,0.0,3.62,,,0.0,203.64,208.5,3.53,,,3.53,52.07,3.53,60.84,0.01,8.83,,147.66,208.5,55.23,,7.72,0.09,20.64,203.64,,55.6,7.33,55.6,,,
BANX,2021-01-01,0.07,0.08,76.6,2.49,,0.01,2.58,,,0.01,215.43,218.74,3.4,,,3.4,0.0,60.0,65.24,0.01,2.65,,153.5,218.74,59.93,,8.92,0.82,22.84,215.44,,60.0,39.53,60.0,,,
BANX,2020-01-01,0.36,0.36,913.53,6.97,,0.0,7.33,,,0.0,180.42,188.36,3.04,,,3.04,39.96,3.04,47.57,0.01,4.21,,140.79,188.36,42.64,,6.47,4.29,21.35,180.42,,43.0,142.94,43.0,,,
BANX,2019-01-01,0.04,0.04,98.75,1.78,,0.0,1.82,,,0.0,162.26,164.7,2.53,,,2.53,15.17,2.53,21.5,0.01,1.68,,143.2,164.7,17.66,,2.69,0.71,21.81,162.26,,17.7,65.29,17.7,,,
BANX,2018-01-01,2.83,2.83,9293.32,3.48,,0.0,6.32,,,0.0,189.07,196.21,4.35,,,4.35,46.65,4.35,55.83,0.01,3.31,,140.38,196.21,48.17,,7.35,1.96,21.41,189.07,,51.0,98.06,51.0,,,
BANX,2017-01-01,0.03,0.03,99.2,2.44,,0.0,2.47,,,0.0,166.91,170.43,3.29,,,3.29,22.46,3.29,29.38,0.01,1.08,,141.05,170.43,25.72,,3.94,0.82,21.59,166.91,,25.75,58.13,25.75,,,
BANX,2016-01-01,3.77,3.77,6.08,3.89,,0.0,7.66,,,0.0,197.48,205.94,5.53,,,5.53,55.97,5.53,67.38,0.01,1.63,,138.56,205.94,57.73,,8.84,2.13,21.22,197.48,,61.5,146.0,61.5,,,
BANX,2015-01-01,4.01,4.01,62.58,2.95,,0.0,6.96,,,0.0,184.75,192.53,26.35,,,26.35,1.35,26.35,51.76,0.01,2.28,,140.77,192.53,20.99,,3.22,19.39,21.62,184.75,,25.0,11.11,25.0,,,
BANX,2014-01-01,10.71,10.71,87.03,1.35,,0.0,12.06,,,0.0,170.25,183.03,17.82,,,17.82,4.68,17.82,40.89,0.01,3.25,,142.13,183.03,11.79,,2.05,5.75,24.77,170.25,,22.5,,22.5,,,
SSSS,2022-01-01,40.12,40.12,79.78,0.14,,,,,,,,284.41,0.71,0.0,,,,,74.39,333.74,64.83,58.88,210.02,284.41,33.27,,1.11,,7.0,,,73.39,0.49,,,,
SSSS,2021-01-01,198.44,198.44,333.33,0.14,,,,,,,,462.32,0.88,0.0,,,,,97.47,362.29,50.12,52.68,364.85,462.32,125.41,1393.26,4.69,,14.11,,,73.03,95.29,,,,
SSSS,2020-01-01,45.79,45.79,2.08,0.17,,,,,,,,478.88,135.01,0.0,,,,,177.29,227.36,40.19,114.41,301.58,478.88,8.4,38.64,0.39,,16.84,,,37.4,3.63,,,,
SSSS,2019-01-01,44.86,44.86,59.17,0.08,,,,,,,,288.56,45.89,0.0,,,,,88.65,184.59,25.68,41.0,199.92,288.56,6.06,,0.26,,10.34,,,38.8,0.96,,,,
SSSS,2018-01-01,28.18,28.18,52.9,0.26,,,,,,,,330.22,89.97,0.42,,,,,134.84,192.52,23.92,26.78,195.38,330.22,10.25,,0.5,,9.48,,,38.43,43.79,,,,
SSSS,2017-01-01,59.84,59.84,618.12,0.04,,,,,,,,381.68,90.18,0.42,,,,,176.92,202.94,8.59,10.42,204.76,381.68,8.54,,0.39,,9.34,,,68.38,1.29,,,,
SSSS,2016-01-01,8.33,8.33,37.83,0.09,,,,,,,,300.96,27.26,0.52,,,,,108.84,220.69,1.44,27.11,192.13,300.96,59.18,,2.67,,8.66,,,67.51,1.3,,,,
SSSS,2015-01-01,13.4,13.4,280.57,0.37,,,,,,,,397.84,31.65,0.0,,,,,129.83,240.66,16.63,43.98,268.01,397.84,53.25,,2.75,,13.87,,,66.65,22.92,,,,
SSSS,2014-01-01,3.52,3.52,51.37,0.32,,,,,,,,485.65,90.32,0.0,,,,,199.74,276.03,31.97,41.85,285.9,485.65,82.94,,4.29,,14.8,,,86.46,26.53,,,,
SSSS,2013-01-01,7.24,7.24,36.02,0.19,,,,,,,,377.95,0.41,0.0,,,,,89.98,276.03,32.85,44.79,287.97,377.95,61.09,,2.97,,14.9,,,68.34,,,,,
OCCI,2022-01-01,12.54,12.54,16.37,0.61,,0.0,13.15,,,0.0,145.77,159.03,0.0,,0.0,0.0,0.0,0.0,64.82,0.01,15.34,,94.21,159.03,12.54,16.37,1.62,13.15,12.2,145.77,,,,,,,
OCCI,2021-01-01,15.0,15.0,132.6,0.29,,0.0,15.28,,,0.0,149.67,165.21,5.9,,0.0,5.9,5.9,5.9,57.11,0.01,11.74,,108.1,165.21,15.0,132.6,1.94,9.39,14.0,149.67,,,,,,,
OCCI,2020-01-01,6.45,6.45,64.0,0.0,,0.0,6.45,,,0.0,56.89,63.59,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.83,,41.48,63.59,6.45,64.0,1.99,6.45,12.81,56.89,,,,,,,
OCCI,2019-01-01,3.93,3.93,56.59,0.0,,0.0,3.93,,,0.0,64.15,68.13,0.32,,0.0,0.32,0.32,0.32,22.28,0.0,5.09,,45.86,68.13,3.93,56.59,1.51,3.61,17.63,64.15,,,,,,,
PFX,2022-01-01,22.77,22.77,67.21,0.69,,,,,,,,218.87,19.17,0.33,,,,,98.03,675.4,554.56,,120.85,218.87,55.19,,23.75,,52.01,,,77.96,0.68,,,,
PFX,2021-01-01,69.43,69.43,22.84,2.25,,,,,,,,225.09,3.35,0.0,,,,,81.4,688.87,545.18,,143.69,225.09,8.0,,2.99,,53.66,,,77.43,48.71,,,,
PFX,2020-01-01,56.52,56.52,32.94,0.12,,,,,,,,306.1,4.51,0.01,,,,,155.48,672.38,521.76,,150.62,306.1,94.44,,34.67,,55.3,,,150.96,40.03,,,,
PFX,2019-01-01,84.28,84.28,11.39,0.53,,,,,,,,486.27,18.0,0.1,,,,,269.83,673.59,457.15,,216.43,486.27,167.45,,61.48,,79.46,,,251.73,38.57,,,,
PFX,2018-01-01,75.67,75.67,30.31,0.35,,,,,,,,741.6,10.41,0.19,,,,,420.42,698.64,377.46,,321.18,741.6,334.15,,122.68,,117.92,,,409.81,15.86,,,,
PFX,2017-01-01,108.57,108.57,3.91,1.0,,,,,,,,959.56,10.88,0.26,,,,,499.13,705.1,244.67,,460.43,959.56,378.51,,138.97,,169.04,,,487.08,2.89,,,,
PFX,2016-01-01,104.49,104.49,564.91,2.09,,,,,,,,1030.88,10.02,0.37,,,,,513.96,705.38,188.46,,516.92,1030.88,397.09,,143.35,,186.62,,,501.57,17.38,,,,
PFX,2015-01-01,15.71,15.71,57.22,1.97,,,,,,,,1244.08,14.89,0.4,,,,,624.16,718.3,98.38,,619.92,1244.08,591.36,,205.24,,215.16,,,607.07,16.41,,,,
PFX,2014-01-01,36.73,36.73,329.21,16.22,,,,,,,,1324.15,70.92,0.27,,,,,594.29,739.5,9.64,,729.86,1324.15,484.78,,204.69,,308.17,,,521.51,103.63,,,,
PFX,2013-01-01,8.56,8.56,74.88,0.0,,,,,,,,776.39,10.2,0.26,,,,,266.56,506.1,3.73,,509.83,776.39,247.55,,163.69,,337.12,,,256.11,132.65,,,,
MGLD,2022-01-01,13.93,18.99,6.02,3.19,2.2,0.85,25.24,2.75,5.02,2.31,10.07,35.31,2.81,,1.31,4.81,0.26,1.46,6.27,12.35,16.92,0.23,29.04,35.31,17.1,8.23,0.44,20.43,0.74,,0.69,1.9,10.45,1.2,5.07,,
MGLD,2021-01-01,16.09,17.92,53.83,3.11,1.95,1.13,24.11,2.63,3.39,1.38,7.4,31.51,3.86,,0.07,5.06,0.17,1.16,6.22,9.37,15.78,0.14,25.29,31.51,15.8,59.57,0.41,19.04,0.66,,1.13,2.12,21.3,0.99,1.83,,
MGLD,2020-01-01,9.83,11.65,13.6,3.33,1.17,1.45,17.6,1.93,3.46,1.3,6.69,24.29,2.84,,0.42,3.61,0.13,1.54,5.14,9.37,9.93,0.14,19.15,24.29,9.9,3.54,0.26,13.99,0.5,,0.34,1.75,152.9,1.41,1.82,,
MGLD,2019-01-01,6.5,10.25,4.56,1.98,1.01,2.29,15.52,0.76,3.58,1.4,5.73,21.25,2.87,,0.33,3.22,0.18,0.84,4.06,9.22,8.15,0.18,17.19,21.25,9.56,3.83,0.25,12.3,0.53,,0.03,0.69,13.62,0.66,3.76,,
MGLD,2018-01-01,7.54,10.74,4.04,2.53,0.93,2.5,16.7,1.08,3.91,1.41,6.4,23.1,3.25,,1.87,5.17,0.21,0.96,6.13,9.22,7.61,0.15,16.98,23.1,9.94,3.23,0.26,11.53,0.57,,0.05,0.8,15.31,0.75,3.2,,
GECC,2022-01-01,0.59,0.59,93.58,1.84,,,,,,,,310.11,71.63,,,,,,225.3,284.18,199.37,0.0,84.81,310.11,152.57,,24.4,,13.57,,,153.15,7.86,,,,
GECC,2021-01-01,9.15,9.15,82.8,2.46,,,,,,,,426.31,209.44,,,,,,351.76,245.58,171.02,0.0,74.56,426.31,132.85,,32.61,,18.3,,,142.0,22.77,,,,
GECC,2020-01-01,53.18,53.18,1054.62,0.84,,,,,,,,283.33,87.36,,,,,,203.71,230.73,151.12,0.0,79.62,283.33,62.48,,28.17,,35.89,,,115.66,3.46,,,,
GECC,2019-01-01,4.61,4.61,10.54,0.65,,,,,,,,291.04,83.24,,,,,,204.15,193.22,106.33,0.0,86.89,291.04,115.21,,67.44,,50.86,,,119.81,57.03,,,,
GECC,2018-01-01,4.17,4.17,42.9,11.46,,,,,,,,281.56,94.03,,,,,,171.45,198.35,88.24,0.0,110.12,281.56,72.13,,40.63,,62.02,,,76.3,144.59,,,,
GECC,2017-01-01,2.92,2.92,95.63,0.91,,,,,,,,239.91,75.37,,,,,,107.63,198.53,66.25,0.0,132.29,239.91,28.28,,14.56,,68.1,,,31.2,9.67,,,,
LRFC,2022-01-01,6.79,6.79,82.61,1.58,,,,,,,,214.71,2.63,,,,,,119.71,191.07,96.06,0.0,95.01,214.71,110.28,,40.68,,35.04,,,117.08,4.66,,,,
LRFC,2021-01-01,39.06,39.06,21.8,1.61,,,,,,,,242.22,12.39,,,,,,135.19,188.87,81.84,0.0,107.03,242.22,83.75,,30.89,,39.48,,,122.8,42.48,,,,
LRFC,2020-01-01,49.94,49.94,19.86,2.29,,,,,,,,328.0,5.56,,,,,,219.05,229.51,120.56,0.0,108.95,328.0,163.55,,60.37,,40.21,,,213.49,21.67,,,,
LRFC,2019-01-01,62.32,62.32,58.6,1.75,,,,,,,,427.34,6.67,,,,,,279.22,238.05,89.94,0.0,148.11,427.34,210.23,,78.26,,55.14,,,272.55,8.19,,,,
LRFC,2018-01-01,39.3,39.3,25.86,3.78,,,,,,,,493.17,5.65,,,,,,302.52,241.92,51.27,0.0,190.64,493.17,257.58,,96.63,,71.52,,,296.87,0.75,,,,
LRFC,2017-01-01,31.22,31.22,13.95,3.07,,,,,,,,534.6,5.49,,,,,,312.71,241.19,19.3,0.0,221.89,534.6,267.9,,101.07,,83.71,,,299.12,6.95,,,,
LRFC,2016-01-01,36.28,36.28,6.38,5.92,,,,,,,,584.42,9.65,,,,,,333.83,240.34,14.91,25.15,250.58,584.42,285.16,,108.16,,95.04,,,321.44,10.43,,,,
LRFC,2015-01-01,34.11,34.11,38.11,5.65,,,,,,,,632.82,5.15,,,,,,364.02,239.26,7.27,22.27,268.8,632.82,324.76,,128.11,,106.03,,,358.87,21.39,,,,
LRFC,2014-01-01,55.11,55.11,45.77,3.63,,,,,,,,539.86,3.39,,,,,,299.03,188.54,13.12,39.18,240.84,539.86,240.53,,111.23,,111.37,,,295.64,46.21,,,,
LRFC,2013-01-01,101.62,101.62,233.55,4.56,,,,,,,,476.43,2.84,,,,,,207.76,188.54,16.71,63.42,268.67,476.43,100.58,,46.51,,124.25,,,202.2,14.11,,,,
